spatial_cell,violations,mean_poi,max_poi,heavy_vehicle_ratio,high_severity_ratio,weekend_ratio,morning_peak_ratio,evening_peak_ratio,night_ratio,days_active,junction_ratio,mean_station_burden,mean_cell_volume,dominant_station,dominant_junction,dominant_violation,dominant_vehicle,organic_cluster_id,lat,lon,poi_density_score,peak_intensity,recent_7d_poi,previous_7d_poi,trend_ratio,trend_label,neighbor_mean_poi,neighbor_max_poi,propagation_score,trend_score,repeat_rate,repeat_rate_rank,enforcement_failure_index,cis_raw,cis,cis_band,lifecycle_state,spillover_index,archetype_id,archetype_name
cell_12.83_77.681,2,1.307098646147932,1.55814461804655,0.5,1.0,0.0,0.0,1.0,0.0,2,0.0,0.75,2.0,Electronic City,No Junction,PARKING IN A MAIN ROAD,PRIVATE BUS,-1,12.83010575,77.68106735,1.4359946351595672,1.0,1.307098646147932,,,Stable,1.2484971143309402,1.3862943611198906,66.61975435005118,1.0,1.0,17.368219037871032,49.81115660184238,54.5857855680655,54.5857855680655,High,Stable,66.61975435005118,4,Freight Obstruction Corridors
cell_12.83_77.682,1,1.55814461804655,1.55814461804655,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.75,1.0,Electronic City,No Junction,WRONG PARKING,PRIVATE BUS,-1,12.8302362,77.6815528,1.080023548903619,1.0,1.55814461804655,,,Stable,1.4857529555601918,1.534752684106966,79.69549641760491,1.0,1.0,17.368219037871032,55.75409416581372,64.0263561924258,64.0263561924258,High,Stable,79.69549641760491,4,Freight Obstruction Corridors
cell_12.841_77.644,34,0.8838993447250136,1.6522579096170285,0.2647058823529412,0.0,0.2647058823529412,0.20588235294117646,0.5,0.08823529411764706,16,0.0,0.75,34.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.841047288235293,77.64413190882354,3.14256982181984,0.5,1.3166521982242958,2.737992828404266,0.4808820913199997,Declining,0.8421342440426546,0.8779209911212612,35.09467758444217,0.4808820913199997,2.125,66.76688843398158,35.76509723643807,37.23100051177073,37.23100051177073,Medium,Declining,35.09467758444217,4,Freight Obstruction Corridors
cell_12.841_77.645,2,0.5596157879354227,0.5596157879354227,0.0,0.0,1.0,0.0,0.0,0.5,2,0.0,0.75,2.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.8414513,77.64479585000001,0.6148007815585422,0.5,0.5596157879354227,,,Stable,0.5680886078573948,0.6401955933600704,6.640225179119755,1.0,1.0,17.368219037871032,22.059877175025587,11.984390992835209,11.984390992835209,Low,Stable,6.640225179119755,1,Night Spillovers
cell_12.841_77.646,5,0.6401955933600704,0.7537718023763802,0.0,0.0,0.4,0.6,0.0,0.0,2,0.0,0.75,5.0,Electronic City,No Junction,WRONG PARKING,MOTOR CYCLE,-1,12.841460000000001,77.6462633,1.1470765165609793,0.6,1.6004889834001759,,,Stable,0.6328463068867174,0.6982986553932494,10.401740020470829,1.0,2.5,72.40276356192426,33.85990276356192,23.46692681678608,23.46692681678608,Low,Stable,10.401740020470829,5,Mixed Risk Zone
cell_12.841_77.647,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Electronic City,No Junction,WRONG PARKING,CAR,-1,12.8411633,77.6466817,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7657926051410523,0.7898532555270422,25.345445240532243,1.0,1.0,17.368219037871032,29.927072671443195,23.74552200614125,23.74552200614125,Low,Stable,25.345445240532243,1,Night Spillovers
cell_12.841_77.648,20,0.7840974344622673,1.6522579096170285,0.05,0.0,0.45,0.65,0.0,0.2,7,0.0,0.75,20.0,Electronic City,No Junction,WRONG PARKING,CAR,-1,12.841452395,77.64801201,2.387202232581744,0.65,2.240278384177907,,,Stable,0.7753560770557817,0.8109325437946097,28.28812691914023,1.0,2.857142857142857,76.77840327533265,42.83917604912998,36.54202917093143,36.54202917093143,Medium,Stable,28.28812691914023,5,Mixed Risk Zone
cell_12.841_77.649,17,1.0220710676536169,1.4759065198095778,0.058823529411764705,0.0,0.17647058823529413,0.29411764705882354,0.0,0.29411764705882354,8,0.0,0.75,17.0,Electronic City,No Junction,WRONG PARKING,SCOOTER,-1,12.841241870588235,77.6488695117647,2.9541653485087944,0.29411764705882354,2.091092816341328,2.7375584357221916,0.7638529374211303,Declining,1.026168871713977,1.0493698728530747,50.857215967246674,0.7638529374211303,2.125,66.76688843398158,44.05245649948823,48.23599027635619,48.23599027635619,Medium,Declining,50.857215967246674,1,Night Spillovers
cell_12.841_77.65,45,0.7898532555270422,1.261651915912614,0.022222222222222223,0.022222222222222223,0.4444444444444444,0.4888888888888889,0.0,0.37777777777777777,22,0.0,0.75,45.0,Electronic City,No Junction,WRONG PARKING,CAR,48,12.840942324444445,77.65000954444444,3.024064871262513,0.4888888888888889,1.4099069266290118,1.432169965007168,0.984454343146075,Stable,0.7642640361479711,0.7840974344622673,28.313715455475947,0.984454343146075,2.0454545454545454,66.08239508700102,34.01087512794268,32.754925793244624,32.754925793244624,Medium,Stable,28.313715455475947,5,Mixed Risk Zone
cell_12.841_77.651,32,0.8779209911212612,1.261651915912614,0.09375,0.03125,0.4375,0.375,0.0625,0.34375,19,0.0,0.75,32.0,Electronic City,No Junction,WRONG PARKING,CAR,48,12.8407798625,77.650750865625,3.0696573838256365,0.375,2.0277180966556676,1.2513090574607857,1.6204761438347295,Emerging,0.8354402758706319,0.8838993447250136,34.44216990788127,1.6204761438347295,1.6842105263157894,52.52686796315251,49.308853633572156,40.44556038894576,40.44556038894576,Medium,Stable,34.44216990788127,5,Mixed Risk Zone
cell_12.841_77.652,7,0.6982986553932494,0.7537718023763802,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.7142857142857143,5,0.0,0.75,7.0,Electronic City,No Junction,NO PARKING,LGV,-1,12.8405422,77.65170825714286,1.452071232523895,0.7142857142857143,0.9776181175505492,,,Stable,0.7186811341767168,0.7537718023763802,13.920163766632548,1.0,1.4,42.892784032753326,30.201381780962127,21.57049641760491,21.57049641760491,Low,Stable,13.920163766632548,1,Night Spillovers
cell_12.841_77.663,4,0.49119993468793843,0.7537718023763802,0.0,0.0,0.25,0.0,0.0,1.0,3,0.0,0.75,4.0,Electronic City,No Junction,NO PARKING,SCOOTER,-1,12.84061315,77.663279475,0.7905557974719221,1.0,0.6549332462505846,,,Stable,0.5197391627476495,0.5671940070690878,2.8147389969293757,1.0,1.3333333333333333,40.83930399181167,24.70765097236438,13.074142784032755,13.074142784032755,Low,Stable,2.8147389969293757,1,Night Spillovers
cell_12.841_77.676,66,1.0873759223945993,2.1400661634962708,0.09090909090909091,0.4696969696969697,0.4393939393939394,0.045454545454545456,0.045454545454545456,0.3181818181818182,16,0.0,0.75,66.0,Electronic City,No Junction,PARKING IN A MAIN ROAD,SCOOTER,57,12.841131589813942,77.67622524739384,4.5720815153960155,0.3181818181818182,1.998633732273234,8.004855936614394,0.2496776329794776,Declining,1.0291224730544546,1.0504459135554736,53.46724667349028,0.2496776329794776,4.125,88.93935516888433,47.7128966223132,53.661399692937565,53.661399692937565,High,Stable,53.46724667349028,1,Night Spillovers
cell_12.841_77.677,166,0.8861489977415102,2.1400661634962708,0.04216867469879518,0.23493975903614459,0.0963855421686747,0.1144578313253012,0.04819277108433735,0.7530120481927711,12,0.0,0.75,166.0,Electronic City,No Junction,NO PARKING,SCOOTER,59,12.840772362850506,77.67667890160195,4.535305087320359,0.7530120481927711,11.618705528095598,13.153958985684307,0.8832857588696063,Stable,0.8696181075777171,0.9162907318741551,35.87512794268168,0.8832857588696063,13.833333333333334,99.23234390992836,43.402635619242574,43.386962640736954,43.386962640736954,Medium,Stable,35.87512794268168,1,Night Spillovers
cell_12.842_77.644,247,1.3309919474017544,2.157559320943788,0.016194331983805668,0.004048582995951417,0.5546558704453441,0.5748987854251012,0.05668016194331984,0.21862348178137653,68,0.0,0.75,247.0,Electronic City,No Junction,NO PARKING,CAR,163,12.841910730364372,77.64422035951418,7.3383292637189435,0.5748987854251012,3.5258361653981245,4.925008704765694,0.7159044096880344,Declining,1.341977718168139,1.4221292659652363,68.8971340839304,0.7159044096880344,3.6323529411764706,85.2482088024565,55.46711873080861,64.35420931422722,64.35420931422722,High,Stable,68.8971340839304,5,Mixed Risk Zone
cell_12.842_77.645,251,1.3870715098381798,2.076311648670908,0.01593625498007968,0.0,0.6613545816733067,0.4940239043824701,0.02390438247011952,0.3386454183266932,62,0.0,0.75,251.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.841704929880478,77.64497846414343,7.669713552957619,0.4940239043824701,2.921283818548521,8.684054373722791,0.33639626796808275,Declining,1.3517070624461214,1.4221292659652363,70.61156601842374,0.33639626796808275,4.048387096774194,88.76663254861822,55.77674002047084,66.10446519959058,66.10446519959058,High,Stable,70.61156601842374,5,Mixed Risk Zone
cell_12.842_77.646,703,2.208531270558736,3.207050976574593,0.012802275960170697,0.0,0.39260312944523473,0.6443812233285917,0.01991465149359886,0.21621621621621623,77,0.0,0.75,703.0,Electronic City,No Junction,WRONG PARKING,SCOOTER,151,12.841896206401138,77.64586001920341,14.480850033697742,0.6443812233285917,15.144558674126488,20.229438866524514,0.748639545832782,Declining,1.7958685081808174,1.890850371872286,93.79477993858751,0.748639545832782,9.12987012987013,98.11924257932446,68.80872569089048,84.27808341862846,84.27808341862846,Critical,Stable,93.79477993858751,3,Weekend Event Zones
cell_12.842_77.647,307,1.4221292659652363,2.33214389523559,0.016286644951140065,0.006514657980456026,0.41042345276872966,0.5928338762214984,0.0,0.20846905537459284,62,0.0,0.75,307.0,Electronic City,No Junction,WRONG PARKING,CAR,106,12.841697533876221,77.64708373583062,8.148942598267768,0.5928338762214984,10.28830251975369,9.859211315697156,1.0435217530890746,Stable,1.340332859310103,1.3870715098381798,71.48157625383828,1.0435217530890746,4.951612903225806,91.69651995905835,72.06512282497441,71.93225435005117,71.93225435005117,High,Stable,71.48157625383828,5,Mixed Risk Zone
cell_12.842_77.648,240,1.171216054205382,1.456432409974199,0.004166666666666667,0.0,0.5708333333333333,0.7458333333333333,0.0,0.075,39,0.0,0.75,240.0,Electronic City,No Junction,WRONG PARKING,SCOOTER,105,12.841606112916667,77.64761392041667,6.423882222560704,0.7458333333333333,12.64902977310006,8.453672593536004,1.4962761021163609,Chronic,1.070970181513174,1.1786549963416462,56.985670419652,1.4962761021163609,6.153846153846154,94.99744114636643,67.00371033776868,63.36713152507677,63.36713152507677,High,Growing,56.985670419652,5,Mixed Risk Zone
cell_12.842_77.665,2,0.8350312671252677,0.9162907318741551,0.5,0.0,0.5,0.0,0.0,1.0,2,0.0,0.75,2.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.8418883,77.6646393,0.9173756114859221,1.0,0.8350312671252677,,,Stable,0.7736234604303174,0.8305411368404003,30.69344933469805,1.0,1.0,17.368219037871032,33.23490276356193,29.489828556806557,29.489828556806557,Medium,Stable,30.69344933469805,1,Night Spillovers
cell_12.842_77.676,5,0.5671940070690878,1.1786549963416462,0.0,0.2,0.2,0.0,0.2,0.8,2,0.0,0.75,5.0,Electronic City,No Junction,DEFECTIVE NUMBER PLATE,SCOOTER,-1,12.84178296,77.67603004,1.0162752330554425,0.8,1.4179850176727196,,,Stable,0.5879215994427465,0.6566937951559014,8.201125895598773,1.0,2.5,72.40276356192426,32.885747185260996,21.968718014329582,21.968718014329582,Low,Stable,8.201125895598773,1,Night Spillovers
cell_12.842_77.686,2,0.38237041687347706,0.44628710262841953,0.0,0.0,0.5,0.0,0.0,1.0,2,0.0,0.75,2.0,Electronic City,No Junction,NO PARKING,MOTOR CYCLE,-1,12.841936350000001,77.68620469999999,0.42007683880034985,1.0,0.38237041687347706,,,Stable,0.41718642734208455,0.5596157879354227,0.9723643807574206,1.0,1.0,17.368219037871032,19.584953940634595,8.19568833162743,8.19568833162743,Low,Stable,0.9723643807574206,1,Night Spillovers
cell_12.842_77.687,2,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,2.0,Electronic City,No Junction,PARKING ON FOOTPATH,MOTOR CYCLE,-1,12.8424069,77.68652405,1.0861006255656278,1.0,1.9772227869075625,,,Stable,0.9627609193319233,1.046028472154955,44.70317297850563,1.0,2.0,61.425281473899695,47.9814483111566,46.512602354145336,46.512602354145336,Medium,Stable,44.70317297850563,1,Night Spillovers
cell_12.843_77.639,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.8433688,77.6386788,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.781779386660183,0.8109325437946097,26.317809621289662,1.0,1.0,17.368219037871032,30.323183213920164,24.1267911975435,24.1267911975435,Low,Stable,26.317809621289662,1,Night Spillovers
cell_12.843_77.642,6,0.8109325437946097,1.0560526742493137,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,4,0.0,0.75,6.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.842843266666668,77.6419475,1.5780018671691731,0.6666666666666666,1.2163988156919145,,,Stable,0.7859995154917717,0.8680932852128391,29.84902763561924,1.0,1.5,46.404810644831116,38.10887922210849,32.90237973387923,32.90237973387923,Medium,Stable,29.84902763561924,1,Night Spillovers
cell_12.843_77.643,1,0.5596157879354227,0.5596157879354227,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.75,1.0,Electronic City,No Junction,NO PARKING,LGV,-1,12.8432803,77.6434913,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.5682707349675431,0.644006155910381,6.691402251791198,1.0,1.0,17.368219037871032,22.069089048106445,12.004861821903786,12.004861821903786,Low,Stable,6.691402251791198,4,Freight Obstruction Corridors
cell_12.843_77.644,131,1.0361146105035894,1.9917196850866075,0.007633587786259542,0.061068702290076333,0.2748091603053435,0.7633587786259542,0.022900763358778626,0.12213740458015267,45,0.0,0.75,131.0,Electronic City,No Junction,NO PARKING,SCOOTER,104,12.84294627606725,77.64423982449962,5.059142412186755,0.7633587786259542,1.3506622405377775,3.5731345832589865,0.3780047549457569,Declining,1.029368801083521,1.0493698728530747,51.48413510747185,0.3780047549457569,2.911111111111111,77.23899692937563,44.95662743091095,49.89668628454452,49.89668628454452,Medium,Declining,51.48413510747185,5,Mixed Risk Zone
cell_12.843_77.645,7,0.644006155910381,0.9886113934537812,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,4,0.0,0.75,7.0,Electronic City,No Junction,WRONG PARKING,SCOOTER,-1,12.843374114285714,77.644531,1.3391731536975873,0.5714285714285714,1.1270107728431669,,,Stable,0.611402087896055,0.6646253945735466,10.312180143295803,1.0,1.75,53.569600818833166,30.394959058341858,20.86713152507677,20.86713152507677,Low,Stable,10.312180143295803,1,Night Spillovers
cell_12.843_77.674,2,1.046028472154955,1.33828514193353,0.5,0.0,0.0,0.0,0.5,0.5,2,0.0,0.75,2.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.842777250000001,77.674207,1.1491797338061613,0.5,1.046028472154955,,,Stable,1.0326897880371124,1.0873759223945993,51.880757420675536,1.0,1.0,17.368219037871032,43.06780962128966,43.71833418628455,43.71833418628455,Medium,Stable,51.880757420675536,4,Freight Obstruction Corridors
cell_12.843_77.675,3,0.7537718023763803,0.7537718023763802,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,0.0,0.75,3.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.842663700000001,77.67455293333333,1.0449495992055526,0.6666666666666666,0.7537718023763802,,,Stable,0.7507920708225623,0.7537718023763802,19.293756397134086,1.0,1.0,17.368219037871032,29.68935516888434,23.879861821903788,23.879861821903788,Low,Stable,19.293756397134086,1,Night Spillovers
cell_12.843_77.687,3,0.7732468532156754,1.261651915912614,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.75,3.0,Electronic City,No Junction,PARKING ON FOOTPATH,CAR,-1,12.842804999999998,77.68728829999999,1.0719477523665906,1.0,1.1598702798235132,,,Stable,0.7604732472419846,0.8054504093413107,27.354145342886387,1.0,1.5,46.404810644831116,36.68129477993858,30.868410951893555,30.868410951893555,Medium,Stable,27.354145342886387,4,Freight Obstruction Corridors
cell_12.843_77.688,10,1.271105300104967,1.890850371872286,0.4,0.3,0.5,0.0,0.9,0.1,6,0.0,0.75,10.0,Electronic City,No Junction,PARKING ON FOOTPATH,LORRY/GOODS VEHICLE,-1,12.84332339,77.68770356,3.047977390350655,0.9,2.1185088335082782,,,Stable,1.2096051101325598,1.307098646147932,65.12282497441146,1.0,1.6666666666666667,51.66965199590583,55.28915046059366,59.23074462640736,59.23074462640736,High,Stable,65.12282497441146,4,Freight Obstruction Corridors
cell_12.844_77.588,2,0.9886113934537812,0.9886113934537812,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.75,2.0,Hulimavu,No Junction,WRONG PARKING,MOTOR CYCLE,-1,12.844480449999999,77.58816885,1.0861006255656278,1.0,1.9772227869075625,,,Stable,0.9676460055047762,1.1786549963416462,44.8439099283521,1.0,2.0,61.425281473899695,48.04823439099283,46.58169140225179,46.58169140225179,Medium,Stable,44.8439099283521,1,Night Spillovers
cell_12.844_77.644,42,0.7711512609622301,1.4759065198095778,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.14285714285714285,0.8095238095238095,26,0.0,0.75,42.0,Electronic City,No Junction,NO PARKING,CAR,95,12.843594383333333,77.64419456904763,2.9004542119483765,0.8095238095238095,1.1174696690244155,1.9558826572985115,0.5713374948732264,Declining,0.7776219628427914,0.8109325437946097,27.75076765609007,0.5713374948732264,1.6153846153846154,50.28147389969294,29.79311668372569,29.621609518935514,29.621609518935514,Medium,Declining,27.75076765609007,1,Night Spillovers
cell_12.844_77.645,3,0.8680932852128391,1.0560526742493137,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0.0,0.75,3.0,Electronic City,No Junction,NO PARKING,CAR,-1,12.8436833,77.64490923333334,1.2034328262165999,0.3333333333333333,0.8680932852128391,,,Stable,0.8455662042253937,0.8838993447250136,34.18628454452406,1.0,1.0,17.368219037871032,34.87384851586489,31.360350562947804,31.360350562947804,Medium,Stable,34.18628454452406,1,Night Spillovers
cell_12.844_77.649,2,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.75,2.0,Electronic City,No Junction,WRONG PARKING,CAR,-1,12.844475,77.648705,1.0861006255656278,1.0,1.9772227869075625,,,Stable,1.019917269691286,1.0474728641079007,49.09160696008188,1.0,2.0,61.425281473899695,49.33098771750256,48.03000255885364,48.03000255885364,Medium,Stable,49.09160696008188,5,Mixed Risk Zone
cell_12.844_77.688,2,0.9162907318741551,0.9162907318741551,0.0,1.0,0.5,0.0,0.5,0.5,2,0.0,0.75,2.0,Electronic City,No Junction,PARKING IN A MAIN ROAD,MOTOR CYCLE,-1,12.8443872,77.6881485,1.006648258029643,0.5,0.9162907318741551,,,Stable,0.9185113448641974,0.9886113934537812,39.50870010235414,1.0,1.0,17.368219037871032,37.388689866939615,34.90052456499489,34.90052456499489,Medium,Stable,39.50870010235414,4,Freight Obstruction Corridors
cell_12.845_77.657,1,0.3184537311185346,0.3184537311185346,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Electronic City,No Junction,NO PARKING,MOTOR CYCLE,-1,12.8445814,77.6569231,0.22073530586360715,1.0,0.3184537311185346,,,Stable,0.37859331636998567,0.49119993468793843,0.39662231320368474,1.0,1.0,17.368219037871032,19.386386898669393,7.806742579324462,7.806742579324462,Low,Stable,0.39662231320368474,1,Night Spillovers
cell_12.845_77.665,4,0.41070258820022787,0.5596157879354227,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.75,4.0,Electronic City,No Junction,NO PARKING,MOTOR CYCLE,-1,12.845332299999999,77.6653119,0.6610003161842567,1.0,0.41070258820022787,,,Stable,0.3802002753032896,0.49119993468793843,0.9979529170931423,1.0,1.0,17.368219037871032,19.550921187308084,8.213600307062435,8.213600307062435,Low,Stable,0.9979529170931423,1,Night Spillovers
cell_12.845_77.666,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Electronic City,No Junction,WRONG PARKING,SCOOTER,-1,12.8452916,77.666437,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7561748681588525,0.8350312671252677,22.70982599795292,1.0,1.0,17.368219037871032,29.291453428863868,22.683597748208804,22.683597748208804,Low,Stable,22.70982599795292,1,Night Spillovers
cell_12.846_77.588,1,1.1786549963416462,1.1786549963416462,0.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.75,1.0,Thalagattapura,No Junction,PARKING IN A MAIN ROAD,CAR,141,12.8458396,77.5879195,0.8169813875671047,1.0,1.1786549963416462,,,Stable,0.9800909665185206,1.0380165685492073,55.642272262026616,1.0,1.0,17.368219037871032,44.324718526100305,47.89406345957012,47.89406345957012,Medium,Stable,55.642272262026616,5,Mixed Risk Zone
cell_12.846_77.647,1,0.5596157879354227,0.5596157879354227,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Electronic City,No Junction,NO PARKING,LGV,-1,12.8461569,77.6472796,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.5631706560448628,0.6401955933600704,5.974923234390992,1.0,1.0,17.368219037871032,21.887154554759462,11.728505629477993,11.728505629477993,Low,Stable,5.974923234390992,1,Night Spillovers
